"Sleeping People","Blue Fly Green Fly"
"Sleeping People","Blue Fly Green Fly"
"Devin Townsend Project","Juular"
"Devin Townsend Project","Juular"
"Mercyful Fate","Evil"
"Mercyful Fate","Evil"
"Opeth","Ghost of Perdition"
"Opeth","Ghost of Perdition"
"Cannibal Corpse","Evisceration Plague"
"Cannibal Corpse","Evisceration Plague"
"Omnium Gatherum","Ophidian Sunrise"
"Omnium Gatherum","Ophidian Sunrise"
"Yes","Circus Of Heaven"
"Yes","Circus Of Heaven"
"India.Arie","Interested"
"India.Arie","Interested"
"Distorted Harmony","Methylene Blue"
"Distorted Harmony","Methylene Blue"
"Construct Paradise, Chris Wiseman","Lucid Dream (feat. Chris Wiseman)"
"Construct Paradise, Chris Wiseman","Lucid Dream (feat. Chris Wiseman)"
"The Dillinger Escape Plan","Magic That I Held You Prisoner"
"The Dillinger Escape Plan","Magic That I Held You Prisoner"
"Pig Destroyer","Junkyard God"
"Pig Destroyer","Junkyard God"
"Allan Holdsworth","Devil Take The Hindmost"
"Allan Holdsworth","Devil Take The Hindmost"
"Disperse","Touching the Golden Cloud"
"Disperse","Touching the Golden Cloud"
"Oceansize","Only Twin"
"Oceansize","Only Twin"
"Carpathian Forest","Submit to Satan!!!"
"Carpathian Forest","Submit to Satan!!!"
"Frank Zappa","Pound For A Brown - Live"
"Frank Zappa","Pound For A Brown - Live"
"Project Creation","Warming Up The Machines"
"Project Creation","Warming Up The Machines"
"Eidola","Divide"
"Eidola","Divide"
"Eyehategod","Revelation / Revolution"
"Eyehategod","Revelation / Revolution"
"Spooky Action Space Captain","Naked at Walgreens"
"Spooky Action Space Captain","Naked at Walgreens"
"Psycroptic","Initiate"
"Psycroptic","Initiate"
"Symphony X","The Eyes of Medusa"
"Symphony X","The Eyes of Medusa"
"Bury Your Dead","The Color of Money"
"Bury Your Dead","The Color of Money"
"Brujeria","Leyes Narcos"
"Brujeria","Leyes Narcos"
"Eloy","The Light From Deep Darkness"
"Eloy","The Light From Deep Darkness"
"Shitfucker","Smash Your Skull"
"Shitfucker","Smash Your Skull"
"Currents","Hanging By a Thread"
"Currents","Hanging By a Thread"
"Threshold","Return of the Thought Police"
"Threshold","Return of the Thought Police"
"Semmelweis Reflex","Subject 028"
"Semmelweis Reflex","Subject 028"
"Katatonia","Last Song Before The Fade"
"Katatonia","Last Song Before The Fade"
"Dream Theater","Breaking All Illusions"
"Dream Theater","Breaking All Illusions"
"As I Lay Dying","Repeating Yesterday"
"As I Lay Dying","Repeating Yesterday"
"Hacktivist, Jamie Graham","Deceive And Defy (feat. Jamie Graham)"
"Hacktivist, Jamie Graham","Deceive And Defy (feat. Jamie Graham)"
"La Red Bullet","AWGN (Additive White Gaussian Noise)"
"La Red Bullet","AWGN (Additive White Gaussian Noise)"
"Misantropus","The Gnomes (Ariel)"
"Misantropus","The Gnomes (Ariel)"
"Nevermore","Poison Godmachine"
"Nevermore","Poison Godmachine"
"Starcastle","Sunfield"
"Starcastle","Sunfield"
"Currents","Withered"
"Currents","Withered"
"Wang Wen","Welcome to Utopia"
"Wang Wen","Welcome to Utopia"
"Ozzy Osbourne","Shot in the Dark"
"Ozzy Osbourne","Shot in the Dark"
"Semmelweis Reflex","Subject 028"
"Semmelweis Reflex","Subject 028"
"Shadows Fall","Idle Hands"
"Shadows Fall","Idle Hands"
"Led Zeppelin","The Crunge"
"Led Zeppelin","The Crunge"
"Jim James","State Of The Art (A.E.I.O.U.)"
"Jim James","State Of The Art (A.E.I.O.U.)"
"Unearth","Lifetime In Ruins"
"Unearth","Lifetime In Ruins"
"Pallbearer","The Legend"
"Pallbearer","The Legend"
"7 Horns 7 Eyes","Regeneration"
"7 Horns 7 Eyes","Regeneration"
"Issues","Sad Ghost"
"Issues","Sad Ghost"
"It Dies Today","Through Leaves, Over Bridges"
"It Dies Today","Through Leaves, Over Bridges"
"Vital Remains","Dechristianize"
"Vital Remains","Dechristianize"
"Abel Ganz","Rain Again - Part I, II, & III"
"Abel Ganz","Rain Again - Part I, II, & III"
"Subterranean Masquerade","Wolf Among Sheep (Or Maybe The Other Way Around)"
"Subterranean Masquerade","Wolf Among Sheep (Or Maybe The Other Way Around)"
"Evergrey","King of Errors"
"Evergrey","King of Errors"
"Inspirative","Felicity Is out There"
"Inspirative","Felicity Is out There"
"Good Tiger","Where Are the Birds"
"Good Tiger","Where Are the Birds"
"Words Of Farewell","On Second Thought"
"Words Of Farewell","On Second Thought"
"Rhapsody","Unholy Warcry"
"Rhapsody","Unholy Warcry"
"Tribulation","Melancholia"
"Tribulation","Melancholia"
"Balaganist","Five"
"Balaganist","Five"
"Balaganist","Five"
"Balaganist","Five"
"Balaganist","Five"
"Balaganist","Five"
"Shreddy Krueger","The Sky Will Swallow Us Whole"
"Shreddy Krueger","The Sky Will Swallow Us Whole"
"Scar Symmetry","Technocalyptic Cybergeddon"
"Scar Symmetry","Technocalyptic Cybergeddon"
"Converge","All We Love We Leave Behind"
"Converge","All We Love We Leave Behind"
"Meshuggah","Behind the Sun"
"Meshuggah","Behind the Sun"
"Normandie","Neverending"
"Normandie","Neverending"
"Be'lakor","Remnants"
"Be'lakor","Remnants"
"ISIS","Not in Rivers, But in Drops"
"ISIS","Not in Rivers, But in Drops"
"Metallica","Blitzkrieg"
"Metallica","Blitzkrieg"
"Phobocosm","Ordeal"
"Phobocosm","Ordeal"
"The Tallest Man On Earth","Love is All"
"The Tallest Man On Earth","Love is All"
"Speedwolf","Out On Bail"
"Speedwolf","Out On Bail"
"Amidst the Grave's Demons","Uranus Infection"
"Amidst the Grave's Demons","Uranus Infection"
"Ghost Brigade","Aurora"
"Ghost Brigade","Aurora"
"Moonrise","The Greatest Miracle"
"Moonrise","The Greatest Miracle"
"A Loathing Requiem","Prismatic Delusion"
"A Loathing Requiem","Prismatic Delusion"
"Supertramp","Sister Moonshine"
"Supertramp","Sister Moonshine"
"Myka Relocate","Admitting The Truth"
"Myka Relocate","Admitting The Truth"
"Islander","Side Effects of Youth"
"Islander","Side Effects of Youth"
"God Is An Astronaut","Zodiac"
"God Is An Astronaut","Zodiac"
"SikTh","Walking Shadows"
"SikTh","Walking Shadows"
"Mashups","Sudden Changes - Progressive Vocal Edit"
"Mashups","Sudden Changes - Progressive Vocal Edit"
"Nechochwen","Kiselamakong"
"Nechochwen","Kiselamakong"
"Collapse Under The Empire","The Path"
"Collapse Under The Empire","The Path"
"Thank You Scientist","Blue Automatic"
"Thank You Scientist","Blue Automatic"
"Heart Of A Coward","Hollow"
"Heart Of A Coward","Hollow"
"Vale Of Pnath","A Nightmare Phantasm"
"Vale Of Pnath","A Nightmare Phantasm"
"LIGHTS OUT ASIA","Psiu! Puxa!"
"LIGHTS OUT ASIA","Psiu! Puxa!"
"Saga","The Flyer"
"Saga","The Flyer"
"The Ansible","New Age Strats"
"The Ansible","New Age Strats"
"Renounced","Love and Depression"
"Renounced","Love and Depression"
"sleepmakeswaves","We Sing The Body Electric"
"sleepmakeswaves","We Sing The Body Electric"
"AxeWound","Cold"
"AxeWound","Cold"
"Ehnahre, Ryan McGuire, Richard Chowenhill, Jared Redmond, Ricardo Donoso","At Last Absent From My Head"
"Ehnahre, Ryan McGuire, Richard Chowenhill, Jared Redmond, Ricardo Donoso","At Last Absent From My Head"
"Botch","Saint Matthew Returns to the Womb"
"Botch","Saint Matthew Returns to the Womb"
"Esfera","Magnificence Part. I"
"Esfera","Magnificence Part. I"
"Destiny Potato","Indifferent"
"Destiny Potato","Indifferent"
"Edge Of Sanity","Silent"
"Edge Of Sanity","Silent"
"The Greyboy Allstars","Profundo Grosso"
"The Greyboy Allstars","Profundo Grosso"
"Intronaut","The Literal Black Cloud"
"Intronaut","The Literal Black Cloud"
"Torture Killer","A Funeral For The Masses"
"Torture Killer","A Funeral For The Masses"
"Torture Killer","Swarm!"
"Torture Killer","Swarm!"
"Atheist","Your Life's Retribution"
"Atheist","Your Life's Retribution"
"The Amity Affliction","The Blair Snitch Project"
"The Amity Affliction","The Blair Snitch Project"
"Haken","Nocturnal Conspiracy"
"Haken","Nocturnal Conspiracy"
"2nd Suicide","Last of Kin"
"2nd Suicide","Last of Kin"
"Skálmöld","Loki"
"Skálmöld","Loki"
"Cesium Swimsuit","Fear of Our Future"
"Cesium Swimsuit","Fear of Our Future"
"I Built the Sky","Undulatus"
"I Built the Sky","Undulatus"
"Dawn","The Knell and the World"
"Dawn","The Knell and the World"
"Esfera","Magnificence Part. II"
"Esfera","Magnificence Part. II"
"Morna","Being Me"
"Morna","Being Me"
"Trivium","Until The World Goes Cold"
"Trivium","Until The World Goes Cold"
"Adept","Shark! Shark! Shark!"
"Adept","Shark! Shark! Shark!"
"Chrome","Moonchild"
"Chrome","Moonchild"
"Teramaze","VII Darkest Days of Symphony"
"Teramaze","VII Darkest Days of Symphony"
"Negativa","Chaos in Motion"
"Negativa","Chaos in Motion"
"Auðn","Þjáning Heillar Þjóðar"
"Auðn","Þjáning Heillar Þjóðar"
"Nekrogoblikon","Powercore"
"Nekrogoblikon","Powercore"
"Agoraphobic Nosebleed","Question of Integrity"
"Agoraphobic Nosebleed","Question of Integrity"
"Deceased…","Skin Crawling Progress"
"Deceased…","Skin Crawling Progress"
"After The Burial","Parise"
"After The Burial","Parise"
"The Aristocrats","Boing!... I'm In the Back"
"The Aristocrats","Boing!... I'm In the Back"
"City in the Sea","Dead Beliefs"
"City in the Sea","Dead Beliefs"
"Sediment Bruise","Airbourne"
"Sediment Bruise","Airbourne"
"Ocean of Grief","Spiritual Fortress"
"Ocean of Grief","Spiritual Fortress"
"Marillion","Thank You Whoever You Are"
"Marillion","Thank You Whoever You Are"
"Toxic Holocaust","Bitch"
"Toxic Holocaust","Bitch"
"Esfera","Green"
"Esfera","Green"
"Mnemic","Diesel Uterus"
"Mnemic","Diesel Uterus"
"Amon Amarth","As Loke Falls"
"Amon Amarth","As Loke Falls"
"Muscle and Marrow","Ritual"
"Muscle and Marrow","Ritual"
"Nova Incepta","Prelude"
"Nova Incepta","Prelude"
"Vanna","Please Stay"
"Vanna","Please Stay"
"Nova Incepta","Prelude"
"Nova Incepta","Prelude"
"Nova Incepta","Prelude"
"Nova Incepta","Prelude"
"Shadow of Intent","The Prelude to Bereavement"
"Shadow of Intent","The Prelude to Bereavement"
"Spock's Beard","The Slow Crash Landing Man"
"Spock's Beard","The Slow Crash Landing Man"
"Kayo Dot","Thief"
"Kayo Dot","Thief"
"blessthefall","You Wear a Crown but You're No King"
"blessthefall","You Wear a Crown but You're No King"
"Overhead, The Albatross","Telekinetic Forest Guard"
"Overhead, The Albatross","Telekinetic Forest Guard"
"Scorpions","In Trance"
"Scorpions","In Trance"
"Haken","Red Giant"
"Haken","Red Giant"
"Ablaze in Hatred","A Walk Through the Silence"
"Ablaze in Hatred","A Walk Through the Silence"
"Novelists","Inanimate"
"Novelists","Inanimate"
"Thergothon","Everlasting"
"Thergothon","Everlasting"
"Luna Mortis","Reformation"
"Luna Mortis","Reformation"
"Dysrhythmia","Test Of Submission"
"Dysrhythmia","Test Of Submission"
"Pestilence","Lost Souls"
"Pestilence","Lost Souls"
"blessthefall","Hey Baby, Here's That Song You Wanted"
"blessthefall","Hey Baby, Here's That Song You Wanted"
"Toundra","Magreb"
"Toundra","Magreb"
"Vallenfyre","The Wolves of Sin"
"Vallenfyre","The Wolves of Sin"
"Devin Townsend Project","Deep Peace - Live In London Nov 10th, 2011"
"Devin Townsend Project","Deep Peace - Live In London Nov 10th, 2011"
"Ghost Capsules","Blue Hour"
"Ghost Capsules","Blue Hour"
"Grave","Obscure Infinity"
"Grave","Obscure Infinity"
"Bongripper","Reefer Sutherland"
"Bongripper","Reefer Sutherland"
"Symphony X","The Haunting"
"Symphony X","The Haunting"
"IKILLYA","Vae Victis"
"IKILLYA","Vae Victis"
"Burzum","Et Hvitt Lys Over Skogen"
"Burzum","Et Hvitt Lys Over Skogen"
"Wrekmeister Harmonies","Run Priest Run (Part 1)"
"Wrekmeister Harmonies","Run Priest Run (Part 1)"
"Dream Theater","Erotomania"
"Dream Theater","Erotomania"
"Oh, Sleeper","The Finisher"
"Oh, Sleeper","The Finisher"
"Iron Maiden","Empire Of The Clouds"
"Iron Maiden","Empire Of The Clouds"
"Famous Last Words","The Show Must Go On Prt. 1"
"Famous Last Words","The Show Must Go On Prt. 1"
"Morbid","My Dark Subconscious ("
"Morbid","My Dark Subconscious ("
"Leprous","Red"
"Leprous","Red"
"Killswitch Engage","The Arms of Sorrow"
"Killswitch Engage","The Arms of Sorrow"
"Tortoise","Glass Museum"
"Tortoise","Glass Museum"
"Jack The Stripper","Nibiru"
"Jack The Stripper","Nibiru"
"Uneven Structure","Frost"
"Uneven Structure","Frost"
"This Town Needs Guns","Chinchilla"
"This Town Needs Guns","Chinchilla"
"Solerrain","Your Hell"
"Solerrain","Your Hell"
"Esfera","Red"
"Esfera","Red"
"Purtenance","Black Vision"
"Purtenance","Black Vision"
"Orator","Satanachesh Grimore"
"Orator","Satanachesh Grimore"
"Overkill","Time To Kill"
"Overkill","Time To Kill"
"Ayreon","Merlin's Will - Semi-Acoustic"
"Ayreon","Merlin's Will - Semi-Acoustic"
"Edge Of Sanity","Elegy"
"Edge Of Sanity","Elegy"
"Rage","Certain Days - Remastered"
"Rage","Certain Days - Remastered"
"Save Us from the Archon","la notte II: through the rear window"
"Save Us from the Archon","la notte II: through the rear window"
"Disperse","Universal Love"
"Disperse","Universal Love"
"Gojira","Ocean Planet"
"Gojira","Ocean Planet"
"Ex Deo","I, Caligvla"
"Ex Deo","I, Caligvla"
"Entheos","An Ever-Expanding Human"
"Entheos","An Ever-Expanding Human"
"37500 Yens","Astero"
"37500 Yens","Astero"
"Meshuggah","Terminal Illusions"
"Meshuggah","Terminal Illusions"
"Khuda","Luka Mesto"
"Khuda","Luka Mesto"
"Yuri Gagarin (SWE)","Cluster Of Minds"
"Yuri Gagarin (SWE)","Cluster Of Minds"
"Venom","Raise the Dead"
"Venom","Raise the Dead"
"Arcturus","Warp"
"Arcturus","Warp"
"Annihilator","Alison Hell (98 Reissue)"
"Annihilator","Alison Hell (98 Reissue)"
"I Am Waiting for You Last Summer","Through the Walls"
"I Am Waiting for You Last Summer","Through the Walls"
"My Dad vs Yours","Habla Paisano"
"My Dad vs Yours","Habla Paisano"
"Opeth","The Moor"
"Opeth","The Moor"
"Doug Kaufman","To Face the Unknown"
"Doug Kaufman","To Face the Unknown"
"First Fragment","Émergence"
"First Fragment","Émergence"
"Billy White","Esfera"
"Billy White","Esfera"
"Carnage","Infestation Of Evil"
"Carnage","Infestation Of Evil"
"Godflesh","Like Rats"
"Godflesh","Like Rats"
"GHXST","Slow Down"
"GHXST","Slow Down"
"Queensrÿche","Suite Sister Mary - 2003 Digital Remaster"
"Queensrÿche","Suite Sister Mary - 2003 Digital Remaster"
"Van Der Graaf Generator","Lost: The Dance In Sand And Sea/The Dance In The Frost - 2005 Digital Remaster"
"Van Der Graaf Generator","Lost: The Dance In Sand And Sea/The Dance In The Frost - 2005 Digital Remaster"
"Kayak","Medley Lyrics: Wintertime / Mammoth / See The Sun"
"Kayak","Medley Lyrics: Wintertime / Mammoth / See The Sun"
"Mesmerize","Sirens"
"Mesmerize","Sirens"
"Wage War","The River"
"Wage War","The River"
"The Human Abstract","Horizon To Zenith"
"The Human Abstract","Horizon To Zenith"
"Curved Air","Marie Antoinette"
"Curved Air","Marie Antoinette"
"At The Gates","Souls of the Evil Departed"
"At The Gates","Souls of the Evil Departed"
"Cloudkicker","You Could Laugh Forever but Never End up Happy."
"Cloudkicker","You Could Laugh Forever but Never End up Happy."
"Skeye","Seems Legit"
"Skeye","Seems Legit"
"Jakob","Jimmy Hoffa"
"Jakob","Jimmy Hoffa"
"Scorching Winter","The Shining"
"Scorching Winter","The Shining"
"Saga","Scratching The Surface"
"Saga","Scratching The Surface"
"Horse Lords","Intervention I"
"Horse Lords","Intervention I"
"A Sense of Gravity","Wraith"
"A Sense of Gravity","Wraith"
"Erra","Continuum"
"Erra","Continuum"
"Dream Death","Bitterness & Hatred"
"Dream Death","Bitterness & Hatred"
"Kenso","The Cunning Madrigal"
"Kenso","The Cunning Madrigal"
"Skeletonwitch","Red Death, White Light"
"Skeletonwitch","Red Death, White Light"
"Redemption","The Death of Faith and Reason"
"Redemption","The Death of Faith and Reason"
"Gravity Rain","Join"
"Gravity Rain","Join"
"Gravity Rain","Join"
"Gravity Rain","Join"
"Tubelord","Never Washboard"
"Tubelord","Never Washboard"
"Esfera","Black"
"Esfera","Black"
"Silent Planet","Orphan"
"Silent Planet","Orphan"
"Reza","Let Yourself Go - Instrumental Mix"
"Reza","Let Yourself Go - Instrumental Mix"
"Polyphia","Ivory"
"Polyphia","Ivory"
"Jakub Zytecki","Fall of Logic"
"Jakub Zytecki","Fall of Logic"
"Mourning Beloveth","In Mourning My Days"
"Mourning Beloveth","In Mourning My Days"
"I Killed The Prom Queen","Melior"
"I Killed The Prom Queen","Melior"
"Darkest Horizon","Interdimensional"
"Darkest Horizon","Interdimensional"
"Underoath","A Boy Brushed Red Living in Black and White"
"Underoath","A Boy Brushed Red Living in Black and White"
"Nina Simone","Since I Fell for You - Original Mix"
"Nina Simone","Since I Fell for You - Original Mix"
"Meshuggah","Do Not Look Down"
"Meshuggah","Do Not Look Down"
"First Signs Of Frost","Through the Exterior"
"First Signs Of Frost","Through the Exterior"
"BABYMETAL","Megitsune"
"BABYMETAL","Megitsune"
"The Alan Parsons Project","Games People Play"
"The Alan Parsons Project","Games People Play"
"Merciless","Dreadful Fate"
"Merciless","Dreadful Fate"
"Beartooth","King of Anything"
"Beartooth","King of Anything"
"Veil Of Maya","Mikasa"
"Veil Of Maya","Mikasa"
"Riverside","Ultimate Trip"
"Riverside","Ultimate Trip"
"Esfera","All The Colours of Madness"
"Esfera","All The Colours of Madness"
"Preston","Social Disease"
"Preston","Social Disease"
"Outline In Color","No Bleeding On the Carpet"
"Outline In Color","No Bleeding On the Carpet"
"Airbag","Slave"
"Airbag","Slave"
"Spectral Lore, Mare Cognitum","Sol Ouroboros"
"Spectral Lore, Mare Cognitum","Sol Ouroboros"
"I See Stars","Violent Bounce [People Like ¥øµ]"
"I See Stars","Violent Bounce [People Like ¥øµ]"
"Haken","Darkest Light"
"Haken","Darkest Light"
"Breakdown of Sanity","Broken Wings"
"Breakdown of Sanity","Broken Wings"
"Rotten Sound","Edge"
"Rotten Sound","Edge"
"War Of Ages","Through The Flames"
"War Of Ages","Through The Flames"
"Intronaut","Killing Birds With Stones"
"Intronaut","Killing Birds With Stones"
"Motionless In White","Abigail"
